"编号","身高","体重","BMI","肺活量","短跑","立定跳远","坐位体前屈","长跑","引体向上","总分"
"220",173.1,63.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",75.3
"221",168.7,54.6,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","1000米良好","引体向上及格",83.7
"222",173.9,59.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",68.4
"223",176.5,70.6,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",72
"224",175.6,69,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",67.4
"225",175.9,64.9,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈优秀","1000米优秀","引体向上不及格",78.1
"226",169.1,62.2,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈良好","1000米良好","引体向上不及格",74.5
"227",154.1,49.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米良好","引体向上良好",80.8
"228",171.9,57.7,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",74.2
"229",171.9,62.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",68.2
"230",171.2,59.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",75.8
"231",184,88.8,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",50.8
"232",169.7,60.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.8
"233",173.9,73.1,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",69.5
"234",169.4,55.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",71.7
"235",164.8,60.2,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",68.1
"236",174.4,69,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",76.7
"237",181.3,80.2,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",64.9
"238",178.2,76.8,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",63.9
"239",183,95,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",56.7
"240",174,68.2,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","1000米及格","引体向上及格",81
"241",165,63.9,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",65.3
"242",169.7,49.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",65.8
"243",162,59,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",71.3
"244",172.8,83.1,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",69.7
"245",173,59,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈及格","1000米良好","引体向上良好",80.2
"246",168.8,78.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",65.4
"247",180,75.3,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","1000米及格","引体向上及格",78.9
"248",181.3,95.4,"肥胖","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",48.2
"249",186,110.4,"肥胖","肺活量优秀","50米良好","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上及格",78.2
"250",167.8,56.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上及格",75.3
"251",174,56,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",74.3
"252",181,70.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",74.9
"253",163,73,"超重","肺活量及格","50米良好","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",67.1
"254",170.7,56.3,"正常","肺活量不及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上及格",70.4
"255",164.3,57,"正常","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈良好","1000米及格","引体向上不及格",59.4
"256",180,65.2,"正常","肺活量良好","50米优秀","立定跳远良好","坐位体前屈及格","1000米良好","引体向上及格",85
"257",176.4,84.7,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",68.4
"258",170,53,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈优秀","1000米及格","引体向上不及格",73.4
"259",181.3,65.8,"正常","肺活量良好","50米优秀","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",79
"260",171.8,96.5,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",62.4
"261",156,54.8,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",59
"262",180.3,74,"正常","肺活量优秀","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",80.7
"263",182,80.5,"超重","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",66.9
"264",173,62.8,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",74
"265",170.3,74.3,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米良好","引体向上不及格",67.5
"266",177.9,68.4,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",72
"267",172.4,92,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",63.8
"268",162.6,68.2,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",58.8
"269",170.4,57.9,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上良好",77.6
"270",178,59.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.1
"271",178.9,51.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",62.5
"272",171,70.4,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",65
"273",175,64.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",70.5
"274",172.4,91.6,"肥胖","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",57.1
"275",178,60.9,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","1000米及格","引体向上及格",79.5
"276",172.9,55,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",70.7
"277",179,110.6,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",54.7
"278",165.2,84.6,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",59.7
"279",179.4,59.9,"正常","肺活量及格","50米优秀","立定跳远优秀","坐位体前屈良好","1000米及格","引体向上不及格",81
"280",172,64,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",75.3
"281",179.4,67.3,"正常","肺活量良好","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上优秀",83.4
"282",169.2,56.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",71.2
"283",173.9,59,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",75.3
"284",182,95.9,"肥胖","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",65.2
"285",177.4,60,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上良好",67
"286",172.6,87.3,"肥胖","肺活量良好","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",61.2
"287",170.9,60.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",70.2
"288",167,80.9,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",57.2
"289",176.4,74.4,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",65.2
"290",182,95,"肥胖","肺活量优秀","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",65.4
"291",183.9,62.4,"正常","肺活量良好","50米良好","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",78.4
"292",175,82.9,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",60.8
"293",163.4,63.3,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",63.9
"294",176,72.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",74.8
"295",178,59,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",67.7
"296",175,70.7,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",69.1
"297",175.3,65.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.5
"298",180.9,84.6,"超重","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",66.5
"299",168.4,69.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",64.3
"300",173.6,65.1,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",71.8
"301",180,61.4,"正常","肺活量及格","50米优秀","立定跳远优秀","坐位体前屈及格","1000米及格","引体向上及格",80.8
"302",173.7,99.9,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",54
