"编号","身高","体重","BMI","肺活量","短跑","立定跳远","坐位体前屈","长跑","一分钟仰卧起坐","总分"
"218",159.4,54.5,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",64.5
"219",155.3,47.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.2
"220",156,54.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.1
"221",155.2,51.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",67.8
"222",156.5,56.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.3
"223",165.3,68,"超重","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",71.9
"224",161.3,57.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75.7
"225",158.4,53,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米良好","仰卧起坐良好",79.8
"226",156,54,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.8
"227",159.2,56,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75
"228",160.6,57.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.3
"229",155,42.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐良好",73.6
"230",163.6,58.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",71.8
"231",165.6,55.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",72.2
"232",159.7,74.3,"肥胖","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",56.2
"233",153.8,45.5,"正常","肺活量及格","50米良好","立定跳远优秀","坐位体前屈及格","800米优秀","仰卧起坐及格",83
"234",167.2,75.3,"超重","肺活量优秀","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",73.6
"235",162.5,69.7,"超重","肺活量优秀","50米及格","立定跳远优秀","坐位体前屈优秀","800米优秀","仰卧起坐及格",85
"236",155.6,48.7,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",62
"237",162,51.5,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",70.4
"238",170,57.7,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米良好","仰卧起坐及格",81.5
"239",151.3,51.8,"正常","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",59.2
"240",154.4,49.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.1
"241",156.3,46.8,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",77.6
"242",160,63,"超重","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",73.8
"243",163.2,73.1,"超重","肺活量及格","50米良好","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",77.3
"244",170,55.1,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",82.4
"245",167,70,"超重","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.1
"246",165.3,54.9,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",77.5
"247",170.1,50,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.7
"248",151.3,50.4,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",71.6
"249",156,50.8,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",77.3
"250",160,48.4,"正常","肺活量及格","50米良好","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",76.9
"251",159.1,51.8,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.4
"252",162.7,65.4,"超重","肺活量及格","50米良好","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐良好",75.7
"253",160.8,66.3,"超重","肺活量及格","50米良好","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",74.4
"254",158.1,57.9,"正常","肺活量不及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.3
"255",159,49,"正常","肺活量及格","50米良好","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",79.8
"256",159.7,55.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",71.2
"257",151.3,48.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.2
"258",156.1,56.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米良好","仰卧起坐及格",76.3
"259",153.1,58.9,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68.7
"260",158.8,49.4,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",72.7
"261",151.9,56.2,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",66.3
"262",149.7,46.4,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",77.1
"263",176.2,96.7,"肥胖","肺活量优秀","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.2
"264",156.1,53.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐不及格",70.5
"265",163.8,64.5,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",69.7
"266",152.8,58.7,"超重","肺活量良好","50米不及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",66.4
"267",164.4,48.1,"正常","肺活量不及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",50.2
"268",151.9,58.8,"超重","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",73.2
"269",154.1,48.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",78.6
"270",164.3,72.1,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",68.1
"271",156.1,56.2,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",78.1
"272",154.1,54.4,"正常","肺活量及格","50米良好","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.6
"273",159.4,52.2,"正常","肺活量不及格","50米不及格","立定跳远不及格","坐位体前屈良好","800米及格","仰卧起坐及格",48.9
"274",153.8,40.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71
"275",164.4,68.8,"超重","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76
"276",145,46.5,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",65.2
"277",156.1,43.3,"正常","肺活量及格","50米良好","立定跳远优秀","坐位体前屈及格","800米良好","仰卧起坐良好",83.8
"278",153.8,55.7,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68
"279",160.8,64.6,"超重","肺活量不及格","50米不及格","立定跳远不及格","坐位体前屈及格","800米不及格","仰卧起坐及格",39.2
"280",155.1,57.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",69.6
"281",159.1,57.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73
"282",162.5,54.5,"正常","肺活量优秀","50米及格","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",78.3
"283",166.6,66.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68.2
"284",151.6,55.4,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68
"285",150.7,47.7,"正常","肺活量不及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",63.3
"286",151.9,43.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.8
"287",159.7,56.3,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",65.9
"288",161.6,52.8,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",78.1
"289",170.3,62.7,"正常","肺活量优秀","50米优秀","立定跳远优秀","坐位体前屈及格","800米良好","仰卧起坐优秀",92
"290",151.3,51.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",68.2
"291",157.8,58.1,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",78.1
"292",158.8,47.1,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米良好","仰卧起坐及格",79.5
"293",167.2,58.3,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",77.6
"294",164.4,59.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",67.8
"295",160.6,45.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",71.2
"296",159.7,55.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",73.7
"297",151.3,53.6,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",58.7
"298",146,41.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",72.4
"299",158.5,40.8,"正常","肺活量不及格","50米不及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐不及格",38.8
"300",165,57.1,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐不及格",56
"301",165.7,66.2,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.6
"302",165,51.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",76.5
"303",157.5,56.6,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐不及格",63.8
"304",165.8,59.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐良好",74.9
"305",159.4,51.1,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",76.2
"306",152.5,53.6,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",74.6
"307",162.5,60.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",71.1
"308",156.3,55.9,"正常","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",65.4
"309",165.3,50.3,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐良好",81.9
